Customer Number,DC,UPC,ItemNumber,Quantity,PO Number (Optional),Department (Optional),Aisle Number (Optional)
130123,01,850446008463,,,,,
130123,01,888016139835,,,,,
130123,01,070569291409,,,,,
130123,01,748598206182,,,,,
130123,01,888022006787,,,,,
130123,01,070569290402,,,,,
130123,01,888022028437,,,,,
130123,01,888022027737,,,,,
130123,01,888022055464,,,,,
130123,01,888022055167,,,,,
130123,01,070577000406,,,,,
130123,01,888022044154,,,,,
130123,01,888220000068,,,,,
130123,01,888022055174,,,,,
130123,01,856587004258,,,,,
130123,01,888559001057,,,,,
130123,01,021908501451,,,,,
130123,01,021908503240,,,,,
130123,01,070640023660,,,,,
130123,01,856544008923,,,,,
130123,01,855930001173,,,,,
130123,01,855930001180,,,,,
130123,01,070569336582,,,,,
130123,01,855971002108,,,,,
130123,01,071072801512,,,,,
130123,01,070577000505,,,,,
130123,01,855983002073,,,,,
130123,01,030985004953,,,,,
130123,01,891613000231,,,,,
130123,01,891613000361,,,,,
130123,01,891627008537,,,,,
130123,01,891627009015,,,,,
130123,01,070650800114,,,,,
130123,01,855995003228,,,,,
130123,01,021908503356,,,,,
130123,01,891770002161,,,,,
130123,01,891756000433,,,,,
130123,01,070640023677,,,,,
130123,01,070640023066,,,,,
130123,01,856069005193,,,,,
130123,01,070670004493,,,,,
130123,01,892453001167,,,,,
130123,01,856069005483,,,,,
130123,01,856069005025,,,,,
130123,01,893536002620,,,,,
130123,01,893536002668,,,,,
130123,01,856072004947,,,,,
130123,01,856069005513,,,,,
130123,01,856069005056,,,,,
130123,01,070640023028,,,,,
130123,01,021908501246,,,,,
130123,01,893470001222,,,,,
130123,01,856069005650,,,,,
130123,01,893615002015,,,,,
130123,01,852697001293,,,,,
130123,01,893615002091,,,,,
130123,01,893723002389,,,,,
130123,01,893869005084,,,,,
130123,01,031142526752,,,,,
130123,01,070640021383,,,,,
130123,01,077420211378,,,,,
130123,01,893869000713,,,,,
130123,01,751217123111,,,,,
130123,01,856088003750,,,,,
130123,01,070640021390,,,,,
130123,01,894077002414,,,,,
130123,01,894410001098,,,,,
130123,01,894357002035,,,,,
130123,01,894455000377,,,,,
130123,01,752451820552,,,,,
130123,01,894455000322,,,,,
130123,01,814343020874,,,,,
130123,01,894773001018,,,,,
130123,01,856069005759,,,,,
130123,01,894771000372,,,,,
130123,01,894455000193,,,,,
130123,01,894455000209,,,,,
130123,01,894771000334,,,,,
130123,01,894771000365,,,,,
130123,01,850674001205,,,,,
130123,01,894771000327,,,,,
130123,01,895015001520,,,,,
130123,01,041331037815,,,,,
130123,01,895015001575,,,,,
130123,01,895444001412,,,,,
130123,01,856089004053,,,,,
130123,01,753920640831,,,,,
130123,01,091639602789,,,,,
130123,01,856262005105,,,,,
130123,01,753920863179,,,,,
130123,01,070734000102,,,,,
130123,01,896743002070,,,,,
130123,01,895580002694,,,,,
130123,01,070650800763,,,,,
130123,01,895580002700,,,,,
130123,01,070650800756,,,,,
130123,01,070734000027,,,,,
130123,01,856261006134,,,,,
130123,01,070718001187,,,,,
130123,01,070734004025,,,,,
130123,01,856369004759,,,,,
130123,01,856369004438,,,,,
130123,01,070328010401,,,,,
130123,01,856293003255,,,,,
130123,01,070718000937,,,,,
130123,01,856308000392,,,,,
130123,01,070734052439,,,,,
130123,01,856716008782,,,,,
130123,01,040822440110,,,,,
130123,01,679948100532,,,,,
130123,01,856481003814,,,,,
130123,01,070734519529,,,,,
130123,01,856481003593,,,,,
130123,01,753950001299,,,,,
130123,01,070734053177,,,,,
130123,01,032843338019,,,,,
130123,01,856481003036,,,,,
130123,01,753950000971,,,,,
130123,01,856461008815,,,,,
130123,01,813724027358,,,,,
130123,01,760712090101,,,,,
130123,01,856463002415,,,,,
130123,01,070670003366,,,,,
130123,01,070734000034,,,,,
130123,01,070734000089,,,,,
130123,01,712155520684,,,,,
130123,01,856502006268,,,,,
130123,01,764302103349,,,,,
130123,01,858195003272,,,,,
130123,01,070670008873,,,,,
130123,01,070670008019,,,,,
130123,01,852749004609,,,,,
130123,01,856544008251,,,,,
130123,01,072058608651,,,,,
130123,01,070718000944,,,,,
130123,01,852749004630,,,,,
130123,01,070734053078,,,,,
130123,01,810425039376,,,,,
130123,01,070734053108,,,,,
130123,01,070734519505,,,,,
130123,01,852909003695,,,,,
130123,01,767226001623,,,,,
130123,01,033844012007,,,,,
130123,01,856651007987,,,,,
130123,01,856651002753,,,,,
130123,01,856663004554,,,,,
130123,01,856663004035,,,,,
130123,01,856663004516,,,,,
130123,01,856663004011,,,,,
130123,01,852913003506,,,,,
130123,01,070934997202,,,,,
130123,01,071012075027,,,,,
130123,01,083703510212,,,,,
130123,01,071012041053,,,,,
130123,01,071072003121,,,,,
130123,01,071012010509,,,,,
130123,01,071072001547,,,,,
130123,01,071012000043,,,,,
130123,01,070978005611,,,,,
130123,01,071072001219,,,,,
130123,01,686700670080,,,,,
130123,01,686700701135,,,,,
130123,01,071072012376,,,,,
130123,01,071072001202,,,,,
130123,01,856750002029,,,,,
130123,01,071072012154,,,,,
130123,01,071072011416,,,,,
130123,01,856750005013,,,,,
130123,01,071072011294,,,,,
130123,01,071053007773,,,,,
130123,01,071072003725,,,,,
130123,01,856802008009,,,,,
130123,01,853016002687,,,,,
130123,01,071072003763,,,,,
130123,01,853152100322,,,,,
130123,01,856769006551,,,,,
130123,01,856820160093,,,,,
130123,01,071072012949,,,,,
130123,01,072368510583,,,,,
130123,01,071012105465,,,,,
130123,01,071072013038,,,,,
130123,01,072368510187,,,,,
130123,01,024000252313,,,,,
130123,01,856820161861,,,,,
130123,01,856820161885,,,,,
130123,01,856820161922,,,,,
130123,01,033844004026,,,,,
130123,01,858344005553,,,,,
130123,01,807176713716,,,,,
130123,01,856885200857,,,,,
130123,01,077901007889,,,,,
130123,01,779242817836,,,,,
130123,01,856885200383,,,,,
130123,01,071072803554,,,,,
130123,01,071072801345,,,,,
130123,01,071072012901,,,,,
130123,01,853152100346,,,,,
130123,01,033617322616,,,,,
130123,01,071072013090,,,,,
130123,01,071072013212,,,,,
130123,01,071072019221,,,,,
130123,01,071072804308,,,,,
130123,01,852878005706,,,,,
130123,01,041798001916,,,,,
130123,01,071146002470,,,,,
130123,01,071169333865,,,,,
130123,01,853169002206,,,,,
130123,01,071169740052,,,,,
130123,01,857554005018,,,,,
130123,01,090478410074,,,,,
130123,01,072412000329,,,,,
130123,01,853240004273,,,,,
130123,01,856932007200,,,,,
130123,01,856932007422,,,,,
130123,01,856932007422,,,,,
130123,01,856932007224,,,,,
130123,01,856932007194,,,,,
130123,01,851769007768,,,,,
130123,01,077420116130,,,,,
130123,01,072457110335,,,,,
130123,01,856932007156,,,,,
130123,01,851916003407,,,,,
130123,01,854137000606,,,,,
130123,01,856932007118,,,,,
130123,01,852835006036,,,,,
130123,01,072457110441,,,,,
130123,01,705599014161,,,,,
130123,01,071524400027,,,,,
130123,01,071524159802,,,,,
130123,01,077420117038,,,,,
130123,01,071524020034,,,,,
130123,01,857554005995,,,,,
130123,01,814343025060,,,,,
130123,01,035046128234,,,,,
130123,01,035046128234,,,,,
130123,01,071524100354,,,,,
130123,01,071879128225,,,,,
130123,01,071879200020,,,,,
130123,01,857063002041,,,,,
130123,01,071879500250,,,,,
130123,01,694649005207,,,,,
130123,01,857063002065,,,,,
130123,01,857063002935,,,,,
130123,01,093966008326,,,,,
130123,01,071998003502,,,,,
130123,01,857161008457,,,,,
130123,01,072457110229,,,,,
130123,01,074234981138,,,,,
130123,01,071998003700,,,,,
130123,01,694649005313,,,,,
130123,01,071998003601,,,,,
130123,01,033844000080,,,,,
130123,01,859750003713,,,,,
130123,01,071998003403,,,,,
130123,01,853149008136,,,,,
130123,01,813199010503,,,,,
130123,01,851769007997,,,,,
130123,01,858847000147,,,,,
130123,01,853169002008,,,,,
130123,01,857183005632,,,,,
130123,01,857183005366,,,,,
130123,01,851769007744,,,,,
130123,01,857190000415,,,,,
130123,01,859238005529,,,,,
130123,01,071524159703,,,,,
130123,01,857249004210,,,,,
130123,01,072412101071,,,,,
130123,01,857249004036,,,,,
130123,01,072412101088,,,,,
130123,01,858847000635,,,,,
130123,01,072251001549,,,,,
130123,01,859750003720,,,,,
130123,01,093966002058,,,,,
130123,01,857287004586,,,,,
130123,01,082982153707,,,,,
130123,01,788823451321,,,,,
130123,01,790223101713,,,,,
130123,01,790223101256,,,,,
130123,01,857220006714,,,,,
130123,01,072248271542,,,,,
130123,01,698639080045,,,,,
130123,01,790223101843,,,,,
130123,01,072251002164,,,,,
130123,01,857290006638,,,,,
130123,01,072310000988,,,,,
130123,01,072251020724,,,,,
130123,01,033844002596,,,,,
130123,01,857287004562,,,,,
130123,01,072310042452,,,,,
130123,01,072310042476,,,,,
130123,01,857287004517,,,,,
130123,01,083703510144,,,,,
130123,01,857335004995,,,,,
130123,01,857287004548,,,,,
130123,01,072310042230,,,,,
130123,01,072310010581,,,,,
130123,01,857287004210,,,,,
130123,01,857335004971,,,,,
130123,01,857549004217,,,,,
130123,01,850674001106,,,,,
130123,01,033844002220,,,,,
130123,01,072368104911,,,,,
130123,01,072310010239,,,,,
130123,01,010978200852,,,,,
130123,01,857484006307,,,,,
130123,01,857430002056,,,,,
130123,01,019959000092,,,,,
130123,01,072368137445,,,,,
130123,01,853522000382,,,,,
130123,01,814343025091,,,,,
130123,01,072368127347,,,,,
130123,01,072368508597,,,,,
130123,01,072368508559,,,,,
130123,01,072368424675,,,,,
130123,01,072368508603,,,,,
130123,01,072368508610,,,,,
130123,01,073935627253,,,,,
130123,01,858296005885,,,,,
130123,01,072457331136,,,,,
130123,01,072457331082,,,,,
130123,01,033844012045,,,,,
130123,01,073490131912,,,,,
130123,01,072457331105,,,,,
130123,01,858245003498,,,,,
130123,01,094841255170,,,,,
130123,01,857554005773,,,,,
130123,01,072457880115,,,,,
130123,01,851770003056,,,,,
130123,01,857777004683,,,,,
130123,01,850007592004,,,,,
130123,01,186852001669,,,,,
130123,01,850007592332,,,,,
130123,01,850008833021,,,,,
130123,01,875534002406,,,,,
130123,01,072457660113,,,,,
130123,01,857597003262,,,,,
130123,01,857777004232,,,,,
130123,01,084493031246,,,,,
130123,01,072457980778,,,,,
130123,01,853655008163,,,,,
130123,01,857777004201,,,,,
130123,01,011206000947,,,,,
130123,01,853665005701,,,,,
130123,01,859480006817,,,,,
130123,01,099555097344,,,,,
130123,01,076371011167,,,,,
130123,01,051381881153,,,,,
130123,01,075211418005,,,,,
130123,01,073490131875,,,,,
130123,01,077420123978,,,,,
130123,01,084493010913,,,,,
130123,01,073490130410,,,,,
130123,01,819898013159,,,,,
130123,01,033844004255,,,,,
130123,01,853715081099,,,,,
130123,01,084744000014,,,,,
130123,01,044989002273,,,,,
130123,01,021908509150,,,,,
130123,01,013609016501,,,,,
130123,01,011206000367,,,,,
130123,01,888000108649,,,,,
130123,01,072700000673,,,,,
130123,01,072700000642,,,,,
130123,01,012993112097,,,,,
130123,01,857840008259,,,,,
130123,01,850025395076,,,,,
130123,01,072700000994,,,,,
130123,01,072700007382,,,,,
130123,01,076371041058,,,,,
130123,01,072700102025,,,,,
130123,01,072700102018,,,,,
130123,01,072700102001,,,,,
130123,01,854934004739,,,,,
130123,01,083000007590,,,,,
130123,01,072700101806,,,,,
130123,01,072700100847,,,,,
130123,01,726007120267,,,,,
130123,01,858034006914,,,,,
130123,01,857886006349,,,,,
130123,01,072700102520,,,,,
130123,01,853544005259,,,,,
130123,01,072700102506,,,,,
130123,01,037014321029,,,,,
130123,01,073490158001,,,,,
130123,01,853655008217,,,,,
130123,01,072762012355,,,,,
130123,01,072700200202,,,,,
130123,01,089156862328,,,,,
130123,01,857859007571,,,,,
130123,01,810031590209,,,,,
130123,01,860479001584,,,,,
130123,01,858034006266,,,,,
130123,01,072878805728,,,,,
130123,01,195893583416,,,,,
130123,01,072878275439,,,,,
130123,01,732328100024,,,,,
130123,01,781624006745,,,,,
130123,01,072992041033,,,,,
130123,01,858034006181,,,,,
130123,01,858245003450,,,,,
130123,01,061104149729,,,,,
130123,01,073166042146,,,,,
130123,01,073166042245,,,,,
130123,01,858045004923,,,,,
130123,01,021908509259,,,,,
130123,01,853883003091,,,,,
130123,01,859918004286,,,,,
130123,01,858089003227,,,,,
130123,01,047500000062,,,,,
130123,01,047834064099,,,,,
130123,01,810023590095,,,,,
130123,01,858148003090,,,,,
130123,01,073230008504,,,,,
130123,01,072736042111,,,,,
130123,01,852131008178,,,,,
130123,01,858034006921,,,,,
130123,01,858045004299,,,,,
130123,01,041331021647,,,,,
130123,01,021908493343,,,,,
130123,01,099336006077,,,,,
130123,01,858089003067,,,,,
130123,01,081833660753,,,,,
130123,01,039631000417,,,,,
130123,01,048176402105,,,,,
130123,01,810023590316,,,,,
130123,01,048176402600,,,,,
130123,01,073490128561,,,,,
130123,01,099336003298,,,,,
130123,01,090478232560,,,,,
130123,01,024182000856,,,,,
130123,01,099336003205,,,,,
130123,01,073416020351,,,,,
130123,01,090478216270,,,,,
130123,01,039978017505,,,,,
130123,01,073416020337,,,,,
130123,01,048176996031,,,,,
130123,01,090478321004,,,,,
130123,01,039978013866,,,,,
130123,01,099336003045,,,,,
130123,01,858148003144,,,,,
130123,01,073490180040,,,,,
130123,01,073416020016,,,,,
130123,01,090478500041,,,,,
130123,01,090478331300,,,,,
130123,01,076479650169,,,,,
130123,01,097137353765,,,,,
130123,01,858195003296,,,,,
130123,01,073416401327,,,,,
130123,01,073416402027,,,,,
130123,01,024182011593,,,,,
130123,01,039978039538,,,,,
130123,01,073416401518,,,,,
130123,01,854014002501,,,,,
130123,01,073472001011,,,,,
130123,01,039978099020,,,,,
130123,01,073472001158,,,,,
130123,01,073472001196,,,,,
130123,01,073472001196,,,,,
130123,01,073472002155,,,,,
130123,01,073230008085,,,,,
130123,01,073472002018,,,,,
130123,01,073472001202,,,,,
130123,01,073472002551,,,,,
130123,01,073472002551,,,,,
130123,01,073472001240,,,,,
130123,01,858241006332,,,,,
130123,01,039978122513,,,,,
130123,01,032843335308,,,,,
130123,01,073472001318,,,,,
130123,01,097137353789,,,,,
130123,01,073472001417,,,,,
130123,01,835228003706,,,,,
130123,01,073472002568,,,,,
130123,01,073472002568,,,,,
130123,01,073490125126,,,,,
130123,01,073472001530,,,,,
130123,01,859975020014,,,,,
130123,01,858241006554,,,,,
130123,01,073490128134,,,,,
130123,01,073490123832,,,,,
130123,01,871459009001,,,,,
130123,01,073490124433,,,,,
130123,01,073490123849,,,,,
130123,01,073230008023,,,,,
130123,01,073490123610,,,,,
130123,01,070303022030,,,,,
130123,01,065776635504,,,,,
130123,01,073490128271,,,,,
130123,01,073490180033,,,,,
130123,01,860006905941,,,,,
130123,01,853057007610,,,,,
130123,01,860006905927,,,,,
130123,01,073490159022,,,,,
130123,01,073490159008,,,,,
130123,01,073490158018,,,,,
130123,01,073490159015,,,,,
130123,01,012511406004,,,,,
130123,01,858293002399,,,,,
130123,01,043646207587,,,,,
130123,01,073490180019,,,,,
130123,01,859806003865,,,,,
130123,01,073575220067,,,,,
130123,01,041390017001,,,,,
130123,01,096506202673,,,,,
130123,01,859806003810,,,,,
130123,01,859543007300,,,,,
130123,01,096506202154,,,,,
130123,01,858245003306,,,,,
130123,01,858241006479,,,,,
130123,01,097137353802,,,,,
130123,01,073497006909,,,,,
130123,01,099336001089,,,,,
130123,01,099336001065,,,,,
130123,01,099336001058,,,,,
130123,01,073497105145,,,,,
130123,01,073497163459,,,,,
130123,01,099336001218,,,,,
130123,01,099336002017,,,,,
130123,01,099336002123,,,,,
130123,01,858293002184,,,,,
130123,01,896859000359,,,,,
130123,01,010486012121,,,,,
130123,01,841058001683,,,,,
130123,01,841058001683,,,,,
130123,01,073992001119,,,,,
130123,01,051381908034,,,,,
130123,01,858293002306,,,,,
130123,01,858293002306,,,,,
130123,01,862284000080,,,,,
130123,01,033629127018,,,,,
130123,01,074265007111,,,,,
130123,01,010486008087,,,,,
130123,01,051381908768,,,,,
130123,01,075172079413,,,,,
130123,01,810210030021,,,,,
130123,01,854126008002,,,,,
130123,01,074305043031,,,,,
130123,01,051381911164,,,,,
130123,01,858358006003,,,,,
130123,01,010486008513,,,,,
130123,01,858358006096,,,,,
130123,01,185544000409,,,,,
130123,01,888002680532,,,,,
130123,01,888002680556,,,,,
130123,01,854598005288,,,,,
130123,01,858644006601,,,,,
130123,01,074234951537,,,,,
130123,01,858641003009,,,,,
130123,01,858652007003,,,,,
130123,01,858644006625,,,,,
130123,01,074329123382,,,,,
130123,01,858641003771,,,,,
130123,01,074329123436,,,,,
130123,01,074310300600,,,,,
130123,01,074333374992,,,,,
130123,01,195893897513,,,,,
130123,01,074329123177,,,,,
130123,01,858641003849,,,,,
130123,01,074329123368,,,,,
130123,01,194261010226,,,,,
130123,01,074333374701,,,,,
130123,01,858641003825,,,,,
130123,01,858641003016,,,,,
130123,01,074329123252,,,,,
130123,01,074329123191,,,,,
130123,01,074333476672,,,,,
130123,01,074333683346,,,,,
130123,01,858847000758,,,,,
130123,01,051817505110,,,,,
130123,01,010486008032,,,,,
130123,01,021718412787,,,,,
130123,01,858847000703,,,,,
130123,01,074401930419,,,,,
130123,01,074333683339,,,,,
130123,01,016055456822,,,,,
130123,01,074401911418,,,,,
130123,01,858841006398,,,,,
130123,01,074401734222,,,,,
130123,01,074401960416,,,,,
130123,01,074401110415,,,,,
130123,01,074401910411,,,,,
130123,01,074401304302,,,,,
130123,01,074401410416,,,,,
130123,01,016055456860,,,,,
130123,01,042272000579,,,,,
130123,01,074401714224,,,,,
130123,01,858847000154,,,,,
130123,01,074401701415,,,,,
130123,01,074401739234,,,,,
130123,01,858847000888,,,,,
130123,01,028000361303,,,,,
130123,01,858906004017,,,,,
130123,01,077420211040,,,,,
130123,01,854259005282,,,,,
130123,01,074562005094,,,,,
130123,01,010486008537,,,,,
130123,01,074677081204,,,,,
130123,01,858961001273,,,,,
130123,01,734492701267,,,,,
130123,01,858959005009,,,,,
130123,01,742392701140,,,,,
130123,01,033844001155,,,,,
130123,01,010486007011,,,,,
130123,01,070568500403,,,,,
130123,01,858959005023,,,,,
130123,01,070491403352,,,,,
130123,01,858959005016,,,,,
130123,01,317433000010,,,,,
130123,01,859139006083,,,,,
130123,01,055270831465,,,,,
130123,01,074683005515,,,,,
130123,01,015665601004,,,,,
130123,01,743958001858,,,,,
130123,01,074682295603,,,,,
130123,01,022808660279,,,,,
130123,01,074682869729,,,,,
130123,01,074682203189,,,,,
130123,01,852675006036,,,,,
130123,01,028367843412,,,,,
130123,01,074682284805,,,,,
130123,01,349597000445,,,,,
130123,01,854420003376,,,,,
130123,01,070227500645,,,,,
130123,01,810067110167,,,,,
130123,01,810067110167,,,,,
130123,01,074880070132,,,,,
130123,01,010978200548,,,,,
130123,01,010978200272,,,,,
130123,01,010978891609,,,,,
130123,01,859216003004,,,,,
130123,01,813267020007,,,,,
130123,01,859381007364,,,,,
130123,01,859401007084,,,,,
130123,01,860003264706,,,,,
130123,01,089087670016,,,,,
130123,01,859392005007,,,,,
130123,01,897658001080,,,,,
130123,01,859392005229,,,,,
130123,01,077420126160,,,,,
130123,01,850005872177,,,,,
130123,01,017003100910,,,,,
130123,01,010486007004,,,,,
130123,01,072700001953,,,,,
130123,01,860003984710,,,,,
130123,01,008274484847,,,,,
130123,01,075810004609,,,,,
130123,01,008725210056,,,,,
130123,01,369266000125,,,,,
130123,01,077544505100,,,,,
130123,01,075144002524,,,,,
130123,01,075140005000,,,,,
130123,01,859539007062,,,,,
130123,01,075119123650,,,,,
130123,01,859480006824,,,,,
130123,01,724869000192,,,,,
130123,01,033984013506,,,,,
130123,01,008274444445,,,,,
130123,01,061185233775,,,,,
130123,01,033844005429,,,,,
130123,01,020038007857,,,,,
130123,01,859539007055,,,,,
130123,01,010978200876,,,,,
130123,01,602652251016,,,,,
130123,01,602652251023,,,,,
130123,01,069276070360,,,,,
130123,01,859553004375,,,,,
130123,01,010486008629,,,,,
130123,01,041695220755,,,,,
130123,01,010358071829,,,,,
130123,01,859553004108,,,,,
130123,01,859553004016,,,,,
130123,01,888022086451,,,,,
130123,01,075172079468,,,,,
130123,01,016055453784,,,,,
130123,01,070132002012,,,,,
130123,01,075363002794,,,,,
130123,01,607959000923,,,,,
130123,01,859806003025,,,,,
130123,01,044082034218,,,,,
130123,01,075363002787,,,,,
130123,01,020188077014,,,,,
130123,01,859918004262,,,,,
130123,01,608623000676,,,,,
130123,01,020188050178,,,,,
130123,01,071529610018,,,,,
130123,01,093966213904,,,,,
130123,01,609728697556,,,,,
130123,01,024000252429,,,,,
130123,01,075669325634,,,,,
130123,01,075070415771,,,,,
130123,01,070650800138,,,,,
130123,01,859922007549,,,,,
130123,01,075519000353,,,,,
130123,01,859975002249,,,,,
130123,01,052603283663,,,,,
130123,01,859975002225,,,,,
130123,01,070227610801,,,,,
130123,01,810210030038,,,,,
130123,01,859975002218,,,,,
130123,01,070234007458,,,,,
130123,01,859922007587,,,,,
130123,01,011433061148,,,,,
130123,01,749825920031,,,,,
130123,01,888022086437,,,,,
130123,01,859975002089,,,,,
130123,01,859975002089,,,,,
130123,01,074682200652,,,,,
130123,01,615357115446,,,,,
130123,01,070351180126,,,,,
130123,01,011259904209,,,,,
130123,01,852749004708,,,,,
130123,01,859975002058,,,,,
130123,01,859975002058,,,,,
130123,01,617633620071,,,,,
130123,01,011433110587,,,,,
130123,01,859975002041,,,,,
130123,01,859975002041,,,,,
130123,01,859941005915,,,,,
130123,01,070734053351,,,,,
130123,01,011368002209,,,,,
130123,01,011863118740,,,,,
130123,01,070353301000,,,,,
130123,01,011368002223,,,,,
130123,01,075810004258,,,,,
130123,01,070491212374,,,,,
130123,01,011433135689,,,,,
130123,01,070491206366,,,,,
130123,01,859975002232,,,,,
130123,01,859922007594,,,,,
130123,01,039045431647,,,,,
130123,01,894077002766,,,,,
130123,01,813724024791,,,,,
130123,01,859975002010,,,,,
130123,01,859975002010,,,,,
130123,01,070491213524,,,,,
130123,01,859975002171,,,,,
130123,01,628176694528,,,,,
130123,01,075820154103,,,,,
130123,01,094841300634,,,,,
130123,01,628176694160,,,,,
130123,01,867624000232,,,,,
130123,01,859975002263,,,,,
130123,01,012511211226,,,,,
130123,01,813973020360,,,,,
130123,01,860001906127,,,,,
130123,01,859975002546,,,,,
130123,01,070491230002,,,,,
130123,01,075810112250,,,,,
130123,01,194261010561,,,,,
130123,01,859975002317,,,,,
130123,01,012511891671,,,,,
130123,01,896743002339,,,,,
130123,01,020138138352,,,,,
130123,01,012511891657,,,,,
130123,01,631429008010,,,,,
130123,01,859975020199,,,,,
130123,01,033844005405,,,,,
130123,01,071072003350,,,,,
130123,01,860002293424,,,,,
130123,01,033844005252,,,,,
130123,01,099336002772,,,,,
130123,01,099336002079,,,,,
130123,01,099336002994,,,,,
130123,01,070844004755,,,,,
130123,01,814422023901,,,,,
130123,01,633711372625,,,,,
130123,01,099336007517,,,,,
130123,01,732328100055,,,,,
130123,01,099336005179,,,,,
130123,01,633711340181,,,,,
130123,01,023542100236,,,,,
130123,01,076371541015,,,,,
130123,01,033844002145,,,,,
130123,01,850007592127,,,,,
130123,01,013964084184,,,,,
130123,01,859975020144,,,,,
130123,01,850007592042,,,,,
130123,01,859975020687,,,,,
130123,01,859975020687,,,,,
130123,01,076479612167,,,,,
130123,01,851266004123,,,,,
130123,01,859975020151,,,,,
130123,01,099336003168,,,,,
130123,01,859975020649,,,,,
130123,01,859975020649,,,,,
130123,01,033844005245,,,,,
130123,01,851280008374,,,,,
130123,01,717510958010,,,,,
130123,01,859975020670,,,,,
130123,01,846558000044,,,,,
130123,01,853687004300,,,,,
130123,01,033844003029,,,,,
130123,01,852838005012,,,,,
130123,01,860000268714,,,,,
130123,01,014113910873,,,,,
130123,01,070670006428,,,,,
130123,01,070670000693,,,,,
130123,01,070670007357,,,,,
130123,01,860003619322,,,,,
130123,01,071524302505,,,,,
130123,01,070670007296,,,,,
130123,01,860003774830,,,,,
130123,01,860000268752,,,,,
130123,01,195893682423,,,,,
130123,01,643689419062,,,,,
130123,01,035742090026,,,,,
130123,01,810913012881,,,,,
130123,01,013609016495,,,,,
130123,01,076479717084,,,,,
130123,01,184706000097,,,,,
130123,01,793674870023,,,,,
130123,01,850005919148,,,,,
130123,01,014886500011,,,,,
130123,01,033844007935,,,,,
130123,01,306962046590,,,,,
130123,01,013964084207,,,,,
130123,01,861543000373,,,,,
130123,01,861543000373,,,,,
130123,01,071524166541,,,,,
130123,01,854936003488,,,,,
130123,01,187787000963,,,,,
130123,01,860004385400,,,,,
130123,01,051381911232,,,,,
130123,01,077034011494,,,,,
130123,01,033844002909,,,,,
130123,01,023542104418,,,,,
130123,01,038882211115,,,,,
130123,01,023542100205,,,,,
130123,01,022014240623,,,,,
130123,01,022506003873,,,,,
130123,01,023542100311,,,,,
130123,01,860005043637,,,,,
130123,01,860005043606,,,,,
130123,01,016055345652,,,,,
130123,01,860004830450,,,,,
130123,01,076840003921,,,,,
130123,01,860004946571,,,,,
130123,01,022506324084,,,,,
130123,01,015839008646,,,,,
130123,01,015839020204,,,,,
130123,01,855019000325,,,,,
130123,01,076406063109,,,,,
130123,01,016055456808,,,,,
130123,01,016185129436,,,,,
130123,01,022506180109,,,,,
130123,01,022506145108,,,,,
130123,01,016055500129,,,,,
130123,01,046985001113,,,,,
130123,01,022506003255,,,,,
130123,01,046985016742,,,,,
130123,01,046985017053,,,,,
130123,01,022506138070,,,,,
130123,01,860005793112,,,,,
130123,01,041449002101,,,,,
130123,01,008295661098,,,,,
130123,01,870001002590,,,,,
130123,01,076479720084,,,,,
130123,01,016185096646,,,,,
130123,01,016185129580,,,,,
130123,01,076580158295,,,,,
130123,01,016185132627,,,,,
130123,01,016185132603,,,,,
130123,01,010978890664,,,,,
130123,01,076580106029,,,,,
130123,01,306969044049,,,,,
130123,01,016291441231,,,,,
130123,01,804066000437,,,,,
130123,01,022506135109,,,,,
130123,01,076580001126,,,,,
130123,01,016291441187,,,,,
130123,01,306969059043,,,,,
130123,01,076580004943,,,,,
130123,01,016291441194,,,,,
130123,01,306969067284,,,,,
130123,01,016291441149,,,,,
130123,01,010978890039,,,,,
130123,01,016291441095,,,,,
130123,01,852955007135,,,,,
130123,01,076479724082,,,,,
130123,01,860007487323,,,,,
130123,01,016291441200,,,,,
130123,01,022506137103,,,,,
130123,01,860007659348,,,,,
130123,01,860007953118,,,,,
130123,01,016291441811,,,,,
130123,01,306969057094,,,,,
130123,01,016291441019,,,,,
130123,01,016291441828,,,,,
130123,01,016291441743,,,,,
130123,01,076580004967,,,,,
130123,01,016291441804,,,,,
130123,01,016291441378,,,,,
130123,01,016291441354,,,,,
130123,01,016291441385,,,,,
130123,01,871459001708,,,,,
130123,01,016291441712,,,,,
130123,01,016291441583,,,,,
130123,01,016291441576,,,,,
130123,01,016291441453,,,,,
130123,01,041224750708,,,,,
130123,01,071072012161,,,,,
130123,01,016291441460,,,,,
130123,01,071072012444,,,,,
130123,01,016291441552,,,,,
130123,01,852878005669,,,,,
130123,01,853169002909,,,,,
130123,01,016291441859,,,,,
130123,01,016291441491,,,,,
130123,01,072310008373,,,,,
130123,01,016291445802,,,,,
130123,01,016291441866,,,,,
130123,01,016291441873,,,,,
130123,01,016291441972,,,,,
130123,01,016291441842,,,,,
130123,01,011013100199,,,,,
130123,01,016291441897,,,,,
130123,01,871459009018,,,,,
130123,01,047800514023,,,,,
130123,01,072310010215,,,,,
130123,01,853522000214,,,,,
130123,01,072368569901,,,,,
130123,01,025373403166,,,,,
130123,01,022506125049,,,,,
130123,01,850041570099,,,,,
130123,01,853555006542,,,,,
130123,01,022506125070,,,,,
130123,01,074562005087,,,,,
130123,01,055653600442,,,,,
130123,01,853584002003,,,,,
